deviceID,aX,aY,aZ,gX,gY,gZ
SPU2,0.93,-9.17,-2.54,-0.00,0.01,0.00
SPU2,0.93,-9.17,-2.58,-0.00,0.01,0.00
SPU2,0.93,-9.20,-2.50,0.00,0.01,-0.00
SPU2,0.93,-9.20,-2.50,0.01,0.01,0.00
SPU2,0.89,-9.17,-2.54,0.01,0.01,0.00
SPU2,0.89,-9.17,-2.54,0.01,0.01,0.00
SPU2,1.00,-9.20,-2.70,0.01,0.01,0.00
SPU2,0.85,-9.24,-2.62,0.01,0.01,0.00
SPU2,1.69,-9.39,-3.04,0.01,0.01,0.00
SPU2,0.96,-9.28,-2.39,0.01,0.01,0.00
SPU2,0.62,-9.05,-2.20,0.01,0.01,0.00
SPU2,0.58,-9.17,-1.85,0.01,0.01,0.00
SPU2,0.58,-9.17,-1.85,-0.08,0.01,-0.07
SPU2,0.93,-9.24,-2.31,-0.08,0.01,-0.07
SPU2,0.93,-9.24,-2.31,-0.11,-0.05,-0.10
SPU2,0.93,-9.24,-2.31,0.01,-0.03,-0.02
SPU2,2.42,-9.43,-3.04,0.01,-0.03,-0.02
SPU2,2.42,-9.43,-3.04,0.17,0.05,0.13
SPU2,2.42,-9.43,-3.04,0.25,-0.03,0.14
SPU2,0.62,-9.24,-1.59,0.25,-0.03,0.14
SPU2,0.12,-9.32,-1.51,0.25,-0.03,0.14
SPU2,0.73,-9.20,-1.93,0.25,-0.03,0.14
SPU2,0.73,-9.32,-2.23,0.25,-0.03,0.14
SPU2,0.70,-9.28,-2.27,0.25,-0.03,0.14
SPU2,0.81,-9.32,-2.00,0.25,-0.03,0.14
SPU2,0.47,-9.20,-2.04,0.25,-0.03,0.14
SPU2,0.70,-9.36,-1.89,0.25,-0.03,0.14
SPU2,0.70,-9.36,-1.89,0.00,-0.02,-0.02
SPU2,1.04,-9.05,-2.27,0.00,-0.02,-0.02
SPU2,1.04,-9.05,-2.27,-0.04,0.02,-0.01
SPU2,1.04,-9.05,-2.27,-0.05,0.02,-0.02
SPU2,0.77,-9.20,-2.27,-0.05,0.02,-0.02
SPU2,0.77,-9.20,-2.27,-0.01,0.04,0.00
SPU2,0.77,-9.20,-2.27,-0.04,-0.00,-0.01
SPU2,0.73,-9.24,-2.43,-0.04,-0.00,-0.01
SPU2,0.93,-9.36,-2.27,-0.04,-0.00,-0.01
SPU2,0.96,-9.32,-2.27,-0.04,-0.00,-0.01
SPU2,0.85,-9.24,-2.39,-0.04,-0.00,-0.01
SPU2,0.73,-9.28,-2.16,-0.04,-0.00,-0.01
SPU2,0.81,-9.28,-1.93,-0.04,-0.00,-0.01
SPU2,0.62,-9.24,-1.97,-0.04,-0.00,-0.01
SPU2,0.73,-9.28,-2.12,-0.04,-0.00,-0.01
SPU2,0.73,-9.28,-2.12,-0.01,0.00,-0.01
SPU2,1.00,-9.32,-2.20,-0.01,0.00,-0.01
SPU2,1.00,-9.32,-2.20,0.02,0.02,0.00
SPU2,1.00,-9.32,-2.20,0.03,0.01,-0.00
SPU2,1.00,-9.32,-2.12,0.03,0.01,-0.00
SPU2,1.00,-9.32,-2.12,0.02,-0.00,-0.01
SPU2,1.00,-9.32,-2.12,0.03,0.01,0.00
SPU2,0.77,-9.36,-2.04,0.03,0.01,0.00
SPU2,0.96,-9.36,-2.08,0.03,0.01,0.00
SPU2,0.85,-9.32,-2.04,0.03,0.01,0.00
SPU2,0.73,-9.28,-1.97,0.03,0.01,0.00
SPU2,0.85,-9.32,-2.08,0.03,0.01,0.00
SPU2,0.93,-9.28,-2.04,0.03,0.01,0.00
SPU2,1.16,-9.32,-2.12,0.03,0.01,0.00
SPU2,0.85,-9.36,-2.12,0.03,0.01,0.00
SPU2,0.85,-9.36,-2.12,0.00,-0.02,-0.01
SPU2,0.93,-9.28,-2.08,0.00,-0.02,-0.01
SPU2,0.93,-9.28,-2.08,-0.01,-0.02,-0.02
SPU2,0.93,-9.28,-2.08,-0.01,0.00,-0.01
SPU2,0.93,-9.28,-2.08,0.03,-0.04,0.00
SPU2,0.93,-9.28,-2.08,0.00,0.01,0.00
SPU2,0.93,-9.28,-2.08,-0.01,-0.01,-0.00
SPU2,0.73,-9.24,-2.08,-0.01,-0.01,-0.00
SPU2,0.85,-9.28,-2.04,-0.01,-0.01,-0.00
SPU2,1.00,-9.28,-2.08,-0.01,-0.01,-0.00
SPU2,0.70,-9.36,-2.08,-0.01,-0.01,-0.00
SPU2,0.89,-9.39,-2.12,-0.01,-0.01,-0.00
SPU2,0.89,-9.36,-2.08,-0.01,-0.01,-0.00
SPU2,0.96,-9.28,-2.16,-0.01,-0.01,-0.00
SPU2,0.73,-9.28,-2.04,-0.01,-0.01,-0.00
SPU2,0.73,-9.28,-2.04,0.01,0.00,0.00
SPU2,0.93,-9.32,-2.08,0.01,0.00,0.00
SPU2,0.93,-9.32,-2.08,0.00,-0.02,-0.00
SPU2,0.93,-9.32,-2.08,0.00,0.01,0.00
SPU1,-0.94,-9.28,-1.07,0.05,0.07,-0.03
SPU1,-0.94,-9.28,-1.07,-0.03,0.11,0.01
SPU1,-0.94,-9.28,-1.07,0.02,-0.03,0.01
SPU1,-0.94,-9.28,-1.07,0.02,0.04,0.00
SPU1,-0.94,-9.28,-1.07,-0.02,-0.01,-0.02
SPU1,-0.94,-9.28,-1.07,-0.01,-0.04,-0.02
SPU1,-0.82,-9.36,-1.30,0.05,0.03,0.04
SPU1,-1.93,-9.16,-1.11,0.05,0.03,0.04
SPU1,-1.93,-9.16,-1.11,0.04,-0.17,0.04
SPU1,-1.93,-9.16,-1.11,0.00,-0.22,0.02
SPU1,-1.93,-9.16,-1.11,-0.03,-0.40,0.08
SPU1,-0.52,-9.20,-0.77,-0.03,-0.40,0.08
SPU1,-1.09,-9.63,-0.88,-0.03,-0.40,0.08
SPU1,-0.55,-9.36,-0.69,-0.03,-0.40,0.08
SPU1,-1.32,-9.39,-0.73,-0.03,-0.40,0.08
SPU1,-1.25,-9.13,-0.92,-0.03,-0.40,0.08
SPU1,-1.25,-9.13,-0.92,-0.03,0.17,-0.11
SPU1,-1.05,-9.28,-0.92,-0.03,0.17,-0.11
SPU1,-1.55,-9.16,-1.03,-0.03,0.17,-0.11
SPU1,-1.55,-9.16,-1.03,-0.08,0.08,0.01
SPU1,-1.21,-9.32,-1.11,-0.08,0.08,0.01
SPU1,-1.21,-9.32,-1.11,-0.02,0.04,0.04
SPU1,-1.21,-9.32,-1.11,-0.07,0.05,0.02
SPU1,-1.21,-9.32,-1.11,-0.00,0.10,0.01
SPU1,-1.21,-9.32,-1.11,0.04,0.16,0.01
SPU1,-1.21,-9.32,-1.11,-0.03,0.10,0.02
SPU1,-1.25,-9.16,-1.26,-0.03,0.10,0.02
SPU1,-1.67,-8.93,-1.42,-0.03,0.10,0.02
SPU1,-1.21,-9.24,-0.69,-0.03,0.10,0.02
SPU1,-0.44,-9.16,-1.38,-0.03,0.10,0.02
SPU1,-1.74,-10.01,-1.19,-0.03,0.10,0.02
SPU1,-2.28,-9.66,-1.11,-0.03,0.10,0.02
SPU1,-1.25,-9.36,-1.23,-0.03,0.10,0.02
SPU1,-0.86,-9.55,-1.26,-0.03,0.10,0.02
SPU1,-0.86,-9.55,-1.26,0.08,0.13,0.10
SPU1,-0.86,-9.55,-1.26,-0.05,0.18,0.22
SPU1,-2.51,-9.66,-1.26,-0.05,0.18,0.22
SPU1,-2.51,-9.66,-1.26,-0.03,0.12,0.13
SPU1,-2.47,-9.47,-1.07,-0.03,0.12,0.13
SPU1,-2.47,-9.47,-1.07,-0.07,-0.57,-0.07
SPU1,-2.47,-9.47,-1.07,-0.13,-0.64,-0.12
SPU1,-2.47,-9.47,-1.07,-0.05,-0.20,-0.10
SPU1,-1.17,-9.63,-1.00,-0.05,-0.20,-0.10
SPU1,-2.39,-8.74,-1.19,-0.05,-0.20,-0.10
SPU1,-2.32,-8.97,-1.11,-0.05,-0.20,-0.10
SPU1,-1.25,-9.09,-1.07,-0.05,-0.20,-0.10
SPU1,-0.94,-8.97,-1.38,-0.05,-0.20,-0.10
SPU1,-0.94,-8.97,-1.38,0.08,0.37,0.33
SPU1,-1.32,-9.36,-1.38,0.08,0.37,0.33
SPU1,-2.32,-9.01,-0.96,0.08,0.37,0.33
SPU1,-2.32,-9.01,-0.96,-0.00,-0.09,-0.03
SPU1,-2.01,-9.89,-1.07,-0.00,-0.09,-0.03
SPU1,-2.01,-9.89,-1.07,-0.02,-0.10,-0.21
SPU1,-2.01,-9.89,-1.07,0.00,-0.26,-0.08
SPU1,-2.01,-9.89,-1.07,-0.11,-0.52,0.17
SPU1,-2.01,-9.89,-1.07,0.09,-0.44,0.31
SPU1,-2.01,-9.89,-1.07,0.03,-0.32,0.37
SPU1,-1.21,-10.12,-0.96,0.03,-0.32,0.37
SPU1,-2.16,-10.39,-0.57,0.03,-0.32,0.37
SPU1,-2.36,-9.86,-0.73,0.03,-0.32,0.37
SPU1,-1.67,-9.09,-0.61,0.03,-0.32,0.37
SPU1,-0.90,-9.51,-1.49,0.03,-0.32,0.37
SPU1,-2.78,-8.40,-1.38,0.03,-0.32,0.37
SPU1,-3.05,-8.74,-1.23,0.03,-0.32,0.37
SPU1,-1.44,-9.24,-1.80,0.03,-0.32,0.37
SPU1,-1.44,-9.24,-1.80,-0.11,0.06,-0.00
SPU1,-1.44,-9.24,-1.80,0.01,-0.28,-0.14
SPU1,-1.09,-9.36,-1.34,0.01,-0.28,-0.14
SPU1,-1.09,-9.36,-1.34,0.05,0.16,-0.08
SPU1,-1.09,-9.36,-1.34,0.13,0.38,-0.02
SPU1,-1.09,-9.36,-1.34,0.09,0.26,0.01
SPU1,-1.09,-9.36,-1.34,0.04,-0.17,0.04
SPU1,-1.48,-9.47,-0.88,0.04,-0.17,0.04
SPU1,-1.97,-9.24,-0.77,0.04,-0.17,0.04
SPU1,-2.86,-9.16,-0.84,0.04,-0.17,0.04
SPU1,-1.05,-9.20,-1.03,0.04,-0.17,0.04
SPU1,-0.94,-9.89,-1.15,0.04,-0.17,0.04
SPU1,-2.43,-8.51,-0.73,0.04,-0.17,0.04
SPU1,-2.43,-8.51,-0.73,0.02,-0.12,0.26
SPU1,-0.40,-9.59,-1.15,0.02,-0.12,0.26
SPU1,-4.16,-8.32,-0.19,0.02,-0.12,0.26
SPU1,-4.16,-8.32,-0.19,0.17,-0.10,0.27
SPU1,-3.01,-8.89,-0.73,0.17,-0.10,0.27
SPU1,-3.01,-8.89,-0.73,-0.04,0.25,0.39
SPU1,-3.01,-8.89,-0.73,0.13,-0.23,0.19
SPU1,-3.01,-8.89,-0.73,0.31,-0.45,0.19
SPU1,-3.01,-8.89,-0.73,-0.03,0.15,0.16
SPU1,-3.01,-8.89,-0.73,0.09,-0.36,0.24
SPU1,-2.09,-8.74,0.23,0.09,-0.36,0.24
SPU1,-5.65,-10.27,-0.15,0.09,-0.36,0.24
SPU1,-4.23,-8.78,-0.04,0.09,-0.36,0.24
SPU1,-3.85,-8.59,-0.04,-0.04,-0.02,0.02
SPU1,-4.20,-8.86,-0.19,-0.04,-0.02,0.02
SPU1,-3.93,-8.70,-0.23,-0.04,-0.02,0.02
SPU1,-3.62,-8.74,-0.15,-0.04,-0.02,0.02
SPU1,-3.96,-8.78,-0.19,-0.04,-0.02,0.02
SPU1,-3.77,-8.74,-0.15,-0.04,-0.02,0.02
SPU1,-3.77,-8.74,-0.15,-0.03,0.08,0.00
SPU1,-4.12,-8.74,-0.04,-0.03,0.08,0.00
SPU1,-3.54,-8.55,-0.15,-0.03,0.08,0.00
SPU1,-3.54,-8.55,-0.15,0.08,0.15,0.00
SPU1,-3.96,-8.44,-0.11,0.08,0.15,0.00
SPU1,-3.96,-8.44,-0.11,-0.03,-0.03,-0.02
SPU1,-3.96,-8.44,-0.11,0.00,0.02,-0.02
SPU1,-3.96,-8.44,-0.11,-0.02,0.00,-0.03
SPU1,-3.96,-8.44,-0.11,-0.02,-0.03,-0.04
SPU1,-3.96,-8.44,-0.11,0.01,-0.05,-0.04
SPU1,-3.66,-8.63,-0.23,0.01,-0.05,-0.04
SPU1,-3.70,-8.74,-0.38,0.01,-0.05,-0.04
SPU1,-4.04,-8.59,-0.15,0.01,-0.05,-0.04
SPU1,-3.81,-8.78,-0.07,0.01,-0.05,-0.04
SPU1,-3.85,-8.67,-0.15,0.01,-0.05,-0.04
SPU1,-4.16,-8.67,-0.23,0.01,-0.05,-0.04
SPU1,-3.62,-8.55,-0.27,0.01,-0.05,-0.04
SPU1,-3.50,-8.97,-0.11,0.01,-0.05,-0.04
SPU1,-3.50,-8.97,-0.11,-0.01,0.08,0.00
SPU1,-4.08,-8.86,-0.27,-0.01,0.08,0.00
SPU1,-3.39,-8.78,-0.07,-0.01,0.08,0.00
SPU1,-3.39,-8.78,-0.07,0.04,0.12,0.02
SPU1,-3.39,-8.78,-0.07,-0.02,-0.06,-0.00
SPU1,-3.39,-8.78,-0.07,0.03,-0.06,-0.02
SPU1,-3.39,-8.78,-0.07,0.04,0.04,0.00
SPU1,-3.77,-8.63,-0.15,0.04,0.04,0.00
SPU1,-3.85,-8.67,-0.19,0.04,0.04,0.00
SPU1,-3.62,-8.78,-0.15,0.04,0.04,0.00
SPU1,-3.77,-8.55,-0.07,0.04,0.04,0.00
SPU1,-4.12,-8.89,-0.15,0.04,0.04,0.00
SPU1,-3.50,-8.67,-0.11,0.04,0.04,0.00
SPU1,-3.50,-8.67,-0.11,-0.05,0.01,-0.00
SPU1,-3.96,-8.82,-0.23,-0.05,0.01,-0.00
SPU1,-3.77,-8.70,-0.23,-0.05,0.01,-0.00
SPU1,-3.77,-8.70,-0.23,-0.02,-0.03,-0.00
SPU1,-3.62,-8.70,-0.19,-0.02,-0.03,-0.00
SPU1,-3.62,-8.70,-0.19,-0.03,-0.05,-0.02
SPU1,-3.62,-8.70,-0.19,-0.02,-0.07,-0.03
SPU1,-3.62,-8.70,-0.19,-0.01,-0.03,-0.02
SPU1,-3.62,-8.70,-0.19,-0.01,0.00,-0.00
SPU1,-3.62,-8.70,-0.19,0.01,-0.04,-0.02
SPU1,-3.50,-8.55,-0.19,0.01,-0.04,-0.02
SPU1,-3.66,-8.70,-0.27,0.01,-0.04,-0.02
SPU1,-3.89,-8.89,-0.19,0.01,-0.04,-0.02
SPU1,-3.50,-8.55,-0.27,0.01,-0.04,-0.02
SPU1,-3.73,-8.78,-0.19,0.01,-0.04,-0.02
SPU1,-3.77,-8.82,-0.11,0.01,-0.04,-0.02
SPU1,-3.66,-8.48,-0.19,0.01,-0.04,-0.02
SPU1,-3.54,-8.59,-0.15,0.01,-0.04,-0.02
SPU1,-3.54,-8.59,-0.15,0.06,-0.04,-0.01
SPU1,-3.66,-8.48,-0.19,0.06,-0.04,-0.01
SPU1,-3.73,-8.55,-0.11,0.06,-0.04,-0.01
SPU1,-3.73,-8.55,-0.11,0.02,-0.01,0.01
SPU1,-3.73,-8.55,-0.11,-0.02,-0.01,0.00
SPU1,-3.73,-8.55,-0.11,0.00,-0.02,-0.00
SPU1,-3.73,-8.55,-0.11,-0.04,-0.06,0.00
SPU1,-3.66,-8.86,-0.15,-0.04,-0.06,0.00
SPU1,-3.62,-8.82,-0.23,-0.04,-0.06,0.00
SPU1,-3.85,-8.63,-0.15,-0.04,-0.06,0.00
SPU1,-3.77,-8.78,-0.19,-0.04,-0.06,0.00
SPU1,-3.66,-8.78,-0.23,-0.04,-0.06,0.00
SPU1,-3.77,-8.55,-0.11,-0.04,-0.06,0.00
SPU1,-3.85,-8.78,-0.19,-0.04,-0.06,0.00
SPU1,-3.54,-8.55,-0.15,-0.04,-0.06,0.00
SPU1,-3.81,-8.78,-0.15,-0.04,-0.06,0.00
SPU1,-3.81,-8.78,-0.15,-0.02,-0.04,-0.01
SPU1,-3.58,-8.59,-0.11,-0.02,-0.04,-0.01
SPU1,-3.58,-8.59,-0.11,0.05,0.03,-0.02
SPU1,-3.58,-8.59,-0.11,-0.07,-0.02,-0.00
SPU1,-3.58,-8.59,-0.11,0.02,-0.02,-0.01
SPU1,-3.58,-8.59,-0.11,0.01,-0.01,-0.01
SPU1,-3.58,-8.59,-0.11,-0.05,0.00,0.00
SPU1,-3.73,-8.67,-0.11,-0.05,0.00,0.00
SPU1,-3.70,-8.89,-0.19,-0.05,0.00,0.00
SPU1,-3.77,-8.74,-0.15,-0.05,0.00,0.00
SPU1,-3.77,-8.74,-0.23,-0.05,0.00,0.00
SPU1,-3.70,-8.70,-0.23,-0.05,0.00,0.00
SPU1,-3.77,-8.86,-0.15,-0.05,0.00,0.00
SPU1,-3.66,-8.70,-0.15,0.03,0.02,0.00
SPU1,-3.70,-8.67,-0.15,0.03,0.02,0.00
SPU1,-3.66,-8.55,-0.11,0.03,0.02,0.00
SPU1,-3.62,-8.74,-0.15,0.03,0.02,0.00
SPU1,-3.70,-8.63,-0.19,0.03,0.02,0.00
SPU1,-4.04,-8.78,-0.15,0.03,0.02,0.00
SPU1,-3.93,-9.66,-0.34,0.03,0.02,0.00
SPU1,-3.93,-9.66,-0.34,-0.06,0.06,-0.23
SPU1,-3.62,-9.05,-0.23,-0.06,0.06,-0.23
SPU1,-3.62,-9.05,-0.23,-0.03,0.26,-0.09
SPU1,-3.62,-9.05,-0.23,0.10,0.25,-0.04
SPU1,-3.62,-9.05,-0.23,-0.01,0.25,0.04
SPU1,-3.62,-9.05,-0.23,0.06,0.16,-0.00
SPU1,-3.62,-9.05,-0.23,-0.07,0.05,-0.04
SPU1,-2.24,-9.55,-0.19,-0.07,0.05,-0.04
SPU1,-3.20,-9.32,-0.34,-0.07,0.05,-0.04
SPU1,-3.43,-8.86,-0.34,-0.07,0.05,-0.04
SPU1,-2.97,-8.63,-0.34,-0.07,0.05,-0.04
SPU1,-2.78,-8.63,-0.42,-0.07,0.05,-0.04
SPU1,-2.89,-8.97,-0.46,-0.07,0.05,-0.04
SPU1,-2.86,-9.05,-0.27,-0.07,0.05,-0.04
SPU1,-1.97,-8.78,-0.34,-0.07,0.05,-0.04
SPU1,-1.97,-8.78,-0.34,0.06,0.07,0.01
SPU1,-3.20,-8.74,-0.23,0.06,0.07,0.01
SPU1,-3.20,-8.74,-0.23,-0.02,0.05,0.05
SPU1,-3.20,-8.74,-0.23,0.06,0.02,0.05
SPU1,-2.51,-8.89,-0.27,0.06,0.02,0.05
SPU1,-2.51,-8.89,-0.27,0.04,0.15,0.13
SPU1,-2.51,-8.89,-0.27,0.06,-0.01,0.14
SPU1,-2.47,-8.78,-0.34,0.06,-0.01,0.14
SPU1,-3.16,-9.47,-0.42,0.06,-0.01,0.14
SPU1,-3.20,-9.01,-0.50,0.06,-0.01,0.14
SPU1,-3.31,-8.74,-0.30,0.06,-0.01,0.14
SPU1,-3.89,-9.05,-0.27,0.06,-0.01,0.14
SPU1,-2.82,-8.89,-0.34,0.06,-0.01,0.14
SPU1,-2.82,-8.89,-0.34,0.02,-0.02,0.00
SPU1,-3.43,-8.82,-0.11,0.02,-0.02,0.00
SPU1,-3.28,-8.89,-0.23,0.02,-0.02,0.00
SPU1,-3.28,-8.89,-0.23,0.02,0.07,0.04
SPU1,-3.50,-8.74,-0.19,0.02,0.07,0.04
SPU1,-3.50,-8.74,-0.19,0.01,0.01,0.03
SPU1,-3.50,-8.74,-0.19,0.03,0.06,0.01
SPU1,-3.50,-8.74,-0.19,0.02,0.04,0.01
SPU1,-3.50,-8.74,-0.19,0.04,0.01,0.01
SPU1,-3.50,-8.74,-0.19,0.04,0.08,0.02
SPU1,-3.62,-8.89,-0.07,0.04,0.08,0.02
SPU1,-3.24,-8.70,-0.07,0.04,0.08,0.02
SPU1,-3.43,-8.74,-0.15,0.04,0.08,0.02
SPU1,-3.35,-8.93,-0.07,0.04,0.08,0.02
SPU1,-3.43,-8.82,-0.15,0.04,0.08,0.02
SPU1,-3.54,-8.67,-0.11,0.04,0.08,0.02
SPU1,-3.66,-8.93,-0.11,0.04,0.08,0.02
SPU1,-3.24,-8.70,-0.07,0.04,0.08,0.02
SPU1,-3.24,-8.70,-0.07,0.04,-0.01,-0.03
SPU1,-3.31,-8.70,-0.04,0.04,-0.01,-0.03
SPU1,-3.31,-8.70,-0.04,-0.03,-0.04,-0.01
SPU1,-3.31,-8.70,-0.04,0.02,-0.01,-0.02
SPU1,-3.28,-8.93,-0.15,0.02,-0.01,-0.02
SPU1,-3.28,-8.93,-0.15,-0.02,-0.04,-0.02
SPU1,-3.28,-8.93,-0.15,-0.01,-0.02,-0.02
SPU1,-3.09,-8.82,-0.23,-0.01,-0.02,-0.02
SPU1,-3.47,-8.93,-0.19,-0.01,-0.02,-0.02
SPU1,-3.16,-8.93,-0.23,-0.01,-0.02,-0.02
SPU1,-3.47,-8.89,-0.07,-0.01,-0.02,-0.02
SPU1,-3.39,-8.93,-0.23,-0.01,-0.02,-0.02
SPU1,-3.24,-8.89,-0.15,-0.01,-0.02,-0.02
SPU1,-3.24,-8.89,-0.15,-0.01,-0.01,-0.01
SPU1,-3.28,-8.89,-0.19,-0.01,-0.01,-0.01
SPU1,-3.24,-8.97,-0.23,-0.01,-0.01,-0.01
SPU1,-3.12,-8.82,-0.19,-0.01,-0.01,-0.01
SPU1,-3.31,-9.05,-0.27,-0.01,-0.01,-0.01
SPU1,-3.31,-9.05,-0.27,-0.03,0.00,-0.01
SPU1,-3.31,-9.05,-0.27,-0.02,-0.03,0.00
SPU1,-3.31,-9.05,-0.27,0.03,0.01,-0.02
SPU1,-3.31,-9.05,-0.27,-0.04,-0.02,-0.01
SPU3,-0.11,9.42,-2.26,0.01,0.10,-0.00
SPU3,-0.04,9.50,-2.18,0.01,0.10,-0.00
SPU3,0.04,9.42,-2.26,0.01,0.10,-0.00
SPU3,-0.15,9.50,-2.07,0.01,0.10,-0.00
SPU3,-0.08,9.42,-2.07,0.01,0.10,-0.00
SPU3,0.19,9.69,-2.14,0.01,0.10,-0.00
SPU3,0.27,9.50,-2.07,0.01,0.10,-0.00
SPU3,0.27,9.50,-2.07,-0.00,-0.04,0.02
SPU3,0.00,9.61,-2.11,-0.00,-0.04,0.02
SPU3,0.00,9.54,-2.07,-0.00,-0.04,0.02
SPU3,0.00,9.54,-2.07,0.03,-0.16,-0.01
SPU3,0.69,9.61,-1.88,0.03,-0.16,-0.01
SPU3,0.69,9.61,-1.88,-0.00,0.04,0.00
SPU3,0.69,9.61,-1.88,0.03,-0.11,-0.01
SPU3,0.69,9.61,-1.88,0.04,-0.05,-0.00
SPU3,0.69,9.61,-1.88,0.01,0.05,-0.02
SPU3,0.69,9.61,-1.88,0.04,0.06,-0.04
SPU3,-0.27,9.50,-2.07,0.04,0.06,-0.04
SPU3,0.04,9.39,-2.11,0.04,0.06,-0.04
SPU3,-0.04,9.54,-2.14,0.04,0.06,-0.04
SPU3,-0.27,9.46,-2.22,0.04,0.06,-0.04
SPU3,-0.15,9.46,-2.14,0.04,0.06,-0.04
SPU3,0.04,9.46,-2.22,0.04,0.06,-0.04
SPU3,0.00,9.42,-2.30,0.04,0.06,-0.04
SPU3,0.00,9.42,-2.30,-0.02,-0.04,-0.00
SPU3,-0.11,9.42,-3.37,-0.02,-0.04,-0.00
SPU3,0.77,10.38,-2.76,-0.02,-0.04,-0.00
SPU3,0.77,10.38,-2.76,0.07,-0.10,0.05
SPU3,-0.11,9.69,-2.57,0.07,-0.10,0.05
SPU3,-0.30,9.61,-2.45,0.07,-0.10,0.05
SPU3,-0.30,9.61,-2.45,-0.02,0.09,0.02
SPU3,-0.30,9.61,-2.45,-0.05,-0.03,0.01
SPU3,-0.30,9.61,-2.45,-0.07,-0.07,-0.00
SPU3,-0.30,9.61,-2.45,-0.00,-0.02,-0.04
SPU3,-0.11,9.42,-2.22,-0.00,-0.02,-0.04
SPU3,-0.27,9.46,-2.22,-0.00,-0.02,-0.04
SPU3,-0.23,9.46,-2.14,-0.00,-0.02,-0.04
SPU3,0.04,9.54,-2.03,-0.00,-0.02,-0.04
SPU3,-0.04,9.69,-2.07,-0.00,-0.02,-0.04
SPU3,-0.04,9.58,-2.07,-0.00,-0.02,-0.04
SPU3,-0.15,9.58,-2.11,-0.00,-0.02,-0.04
SPU3,-0.23,9.46,-2.22,-0.00,-0.02,-0.04
SPU3,-0.08,9.58,-2.18,-0.00,-0.02,-0.04
SPU3,-0.54,9.50,-1.91,-0.00,-0.02,-0.04
SPU3,-0.54,9.50,-1.91,0.03,-0.34,0.09
SPU3,-0.54,9.50,-1.91,0.01,-0.05,0.03
SPU3,0.54,9.42,-2.26,0.01,-0.05,0.03
SPU3,0.54,9.42,-2.26,0.02,0.17,-0.02
SPU3,0.54,9.42,-2.26,0.35,0.08,-0.13
SPU3,0.15,9.50,-1.42,0.35,0.08,-0.13
SPU3,0.15,9.50,-1.42,-0.30,-0.11,0.30
SPU3,0.15,9.50,-1.42,0.21,-0.40,0.16
SPU3,0.96,8.54,-2.53,0.21,-0.40,0.16
SPU3,0.42,9.92,-2.91,0.21,-0.40,0.16
SPU3,-1.49,9.50,-2.37,0.21,-0.40,0.16
SPU3,0.23,9.31,-2.53,0.21,-0.40,0.16
SPU3,0.73,9.54,-2.68,0.21,-0.40,0.16
SPU3,-0.61,8.70,-2.68,0.21,-0.40,0.16
SPU3,-2.41,9.04,-2.57,0.21,-0.40,0.16
SPU3,-0.50,9.20,-1.80,0.21,-0.40,0.16
SPU3,0.54,11.88,-2.14,0.21,-0.40,0.16
SPU3,-1.65,10.04,-1.76,0.21,-0.40,0.16
SPU3,-1.65,10.04,-1.76,0.01,-0.75,0.22
SPU3,0.23,9.73,-2.49,0.01,-0.75,0.22
SPU3,0.23,9.73,-2.49,0.01,0.12,0.15
SPU3,0.23,9.73,-2.49,-0.07,0.54,0.05
SPU3,-1.99,8.96,-2.37,-0.07,0.54,0.05
SPU3,-1.99,8.96,-2.37,0.08,0.02,-0.28
SPU3,3.48,10.46,-2.76,0.08,0.02,-0.28
SPU3,-3.07,10.61,-3.07,0.08,0.02,-0.28
SPU3,-3.18,9.65,-2.41,0.08,0.02,-0.28
SPU3,-0.34,9.23,-3.26,0.08,0.02,-0.28
SPU3,0.34,8.93,-3.07,0.08,0.02,-0.28
SPU3,0.27,9.20,-3.29,0.08,0.02,-0.28
SPU3,-3.07,8.54,-2.64,0.08,0.02,-0.28
SPU3,-4.33,8.50,-1.11,0.08,0.02,-0.28
SPU3,-4.33,8.50,-1.11,-0.19,0.20,-0.39
SPU3,0.50,9.81,-2.45,-0.19,0.20,-0.39
SPU3,-3.33,10.11,-1.19,-0.19,0.20,-0.39
SPU3,-3.33,10.11,-1.19,-0.10,-0.92,0.25
SPU3,0.34,9.31,-2.53,-0.10,-0.92,0.25
SPU3,0.34,9.31,-2.53,0.08,0.71,0.05
SPU3,0.34,9.31,-2.53,-0.03,0.76,0.17
SPU3,0.34,9.31,-2.53,-0.09,-0.35,0.26
SPU3,0.34,9.31,-2.53,-0.04,-0.64,0.26
SPU3,0.34,9.31,-2.53,0.02,-0.34,0.04
SPU3,-0.50,9.61,-2.57,0.02,-0.34,0.04
SPU3,-1.95,9.35,-2.41,0.02,-0.34,0.04
SPU3,-1.46,9.73,-2.84,0.02,-0.34,0.04
SPU3,-0.11,9.27,-2.64,0.02,-0.34,0.04
SPU3,-0.27,9.54,-2.68,0.02,-0.34,0.04
SPU3,0.23,9.20,-2.53,0.02,-0.34,0.04
SPU3,-0.96,9.35,-2.41,0.02,-0.34,0.04
SPU3,-0.96,9.35,-2.41,0.12,0.17,-0.14
SPU3,-2.76,9.39,-2.45,0.12,0.17,-0.14
SPU3,-2.03,9.42,-2.91,0.12,0.17,-0.14
SPU3,-2.03,9.42,-2.91,0.11,-0.08,-0.29
SPU3,-1.76,9.08,-3.18,0.11,-0.08,-0.29
